date,symbol,fillingDate,acceptedDate,period,cashAndCashEquivalents,shortTermInvestments,cashAndShortTermInvestments,netReceivables,inventory,otherCurrentAssets,totalCurrentAssets,propertyPlantEquipmentNet,goodwill,intangibleAssets,goodwillAndIntangibleAssets,longTermInvestments,taxAssets,otherNonCurrentAssets,totalNonCurrentAssets,otherAssets,totalAssets,accountPayables,shortTermDebt,taxPayables,deferredRevenue,otherCurrentLiabilities,totalCurrentLiabilities,longTermDebt,deferredRevenueNonCurrent,deferredTaxLiabilitiesNonCurrent,otherNonCurrentLiabilities,totalNonCurrentLiabilities,otherLiabilities,totalLiabilities,commonStock,retainedEarnings,accumulatedOtherComprehensiveIncomeLoss,othertotalStockholdersEquity,totalStockholdersEquity,totalLiabilitiesAndStockholdersEquity,totalInvestments,totalDebt,netDebt,link,finalLink
2020-06-28,QCOM,2020-07-29 00:00:00,2020-07-29 16:17:38,Q3,6120000000.0,4480000000.0,10600000000.0,1847000000,2343000000.0,768000000.0,15558000000,3945000000,6299000000.0,1749000000.0,8048000000.0,963000000.0,0.0,3814000000.0,16770000000,4582000000.0,32328000000,2046000000.0,500000000.0,1872000000.0,550000000.0,4220000000.0,7914000000,15425000000.0,864000000.0,1872000000.0,5683000000.0,21108000000.0,5683000000.0,29022000000,113000000.0,3081000000.0,224000000.0,112000000.0,3306000000.0,32328000000,5443000000.0,15925000000.0,9805000000.0,https://www.sec.gov/Archives/edgar/data/804328/000172894920000057/0001728949-20-000057-index.htm,https://www.sec.gov/Archives/edgar/data/804328/000172894920000057/qcom-20200628.htm
2020-03-29,QCOM,2020-04-29 00:00:00,2020-04-29 16:15:43,Q2,8403000000.0,1543000000.0,9946000000.0,3081000000,1700000000.0,586000000.0,15313000000,3833000000,6294000000.0,1889000000.0,8183000000.0,936000000.0,0.0,3673000000.0,16625000000,4259000000.0,31938000000,2061000000.0,499000000.0,1879000000.0,529000000.0,4383000000.0,9774000000,13449000000.0,968000000.0,1879000000.0,5670000000.0,19119000000.0,5670000000.0,28893000000,0.0,2990000000.0,110000000.0,55000000.0,3045000000.0,31938000000,2479000000.0,15948000000.0,7545000000.0,https://www.sec.gov/Archives/edgar/data/804328/000172894920000031/0001728949-20-000031-index.html,https://www.sec.gov/Archives/edgar/data/804328/000172894920000031/qcom-20200329.htm
2019-12-29,QCOM,2020-02-05 00:00:00,2020-02-05 16:07:43,Q1,11109000000.0,314000000.0,11423000000.0,2737000000,1420000000.0,625000000.0,16205000000,3650000000,6297000000.0,2045000000.0,8342000000.0,0.0,0.0,4914000000.0,16906000000,5539000000.0,33111000000,1718000000.0,499000000.0,2054000000.0,511000000.0,3903000000.0,9194000000,13437000000.0,1061000000.0,2054000000.0,5967000000.0,19404000000.0,5967000000.0,28598000000,0.0,4376000000.0,274000000.0,137000000.0,4513000000.0,33111000000,314000000.0,15935000000.0,4826000000.0,https://www.sec.gov/Archives/edgar/data/804328/000172894920000011/0001728949-20-000011-index.html,https://www.sec.gov/Archives/edgar/data/804328/000172894920000011/qcom12291910-q.htm
2019-09-29,QCOM,2019-11-06 00:00:00,2019-11-06 16:08:43,Q4,11839000000.0,421000000.0,12260000000.0,2471000000,1400000000.0,634000000.0,16765000000,3081000000,6282000000.0,2172000000.0,8454000000.0,1130000000.0,0.0,3527000000.0,16192000000,4161000000.0,32957000000,1368000000.0,499000000.0,2088000000.0,565000000.0,2644000000.0,8935000000,13437000000.0,1160000000.0,2088000000.0,5676000000.0,19113000000.0,5676000000.0,28048000000,343000000.0,4466000000.0,100000000.0,-86000000.0,4909000000.0,32957000000,1551000000.0,15933000000.0,4094000000.0,https://www.sec.gov/Archives/edgar/data/804328/000172894919000072/0001728949-19-000072-index.html,https://www.sec.gov/Archives/edgar/data/804328/000172894919000072/qcom10-k2019.htm
2019-06-30,QCOM,2019-07-31 00:00:00,2019-07-31 16:13:42,Q3,13923000000.0,435000000.0,14358000000.0,2390000000,1774000000.0,682000000.0,19204000000,3037000000,6308000000.0,2350000000.0,8658000000.0,1130000000.0,0.0,2104000000.0,14929000000,2786000000.0,34133000000,1587000000.0,998000000.0,2114000000.0,527000000.0,3822000000.0,10853000000,13426000000.0,1251000000.0,2114000000.0,4391000000.0,17817000000.0,4391000000.0,28670000000,581000000.0,4687000000.0,195000000.0,9000000.0,5463000000.0,34133000000,1565000000.0,16426000000.0,2503000000.0,https://www.sec.gov/Archives/edgar/data/804328/000172894919000055/0001728949-19-000055-index.html,https://www.sec.gov/Archives/edgar/data/804328/000172894919000055/qcom06301910-q.htm
2019-03-31,QCOM,2019-05-01 00:00:00,2019-05-01 16:11:35,Q2,10135000000.0,195000000.0,10330000000.0,3638000000,1725000000.0,631000000.0,16324000000,2945000000,6299000000.0,2510000000.0,8809000000.0,1133000000.0,0.0,4812000000.0,17699000000,5443000000.0,34023000000,1667000000.0,0.0,1849000000.0,478000000.0,6082000000.0,10517000000,15405000000.0,1330000000.0,1849000000.0,4235000000.0,19640000000.0,4235000000.0,30157000000,384000000.0,3309000000.0,173000000.0,-13000000.0,3866000000.0,34023000000,1328000000.0,16403000000.0,6268000000.0,https://www.sec.gov/Archives/edgar/data/804328/000172894919000036/0001728949-19-000036-index.html,https://www.sec.gov/Archives/edgar/data/804328/000172894919000036/qcom03311910-q.htm
2018-12-30,QCOM,2019-01-30 00:00:00,2019-01-30 16:08:22,Q1,10066000000.0,249000000.0,10315000000.0,3426000000,1698000000.0,855000000.0,16294000000,2932000000,6295000000.0,2746000000.0,9041000000.0,0.0,0.0,4885000000.0,17952000000,5740000000.0,34246000000,1422000000.0,0.0,2174000000.0,484000000.0,6160000000.0,10556000000,15388000000.0,1420000000.0,2174000000.0,4685000000.0,20073000000.0,4685000000.0,30629000000,0.0,3415000000.0,0.0,15000000.0,3617000000.0,34246000000,249000000.0,16386000000.0,6320000000.0,https://www.sec.gov/Archives/edgar/data/804328/000172894919000012/0001728949-19-000012-index.html,https://www.sec.gov/Archives/edgar/data/804328/000172894919000012/qcom12301810-q.htm
2018-09-30,QCOM,2018-11-07 00:00:00,2018-11-07 16:15:48,Q4,11777000000.0,311000000.0,12088000000.0,2904000000,1693000000.0,699000000.0,17384000000,2975000000,6498000000.0,2955000000.0,9453000000.0,0.0,0.0,2906000000.0,15334000000,3605000000.0,32718000000,1825000000.0,1005000000.0,2312000000.0,500000000.0,6311000000.0,11389000000,15365000000.0,1620000000.0,2312000000.0,5157000000.0,20522000000.0,5157000000.0,31911000000,0.0,542000000.0,265000000.0,22000000.0,807000000.0,32718000000,311000000.0,16370000000.0,4593000000.0,https://www.sec.gov/Archives/edgar/data/804328/000172894918000095/0001728949-18-000095-index.html,https://www.sec.gov/Archives/edgar/data/804328/000172894918000095/qcom10-k2018.htm
2018-06-24,QCOM,2018-07-25 00:00:00,2018-07-25 16:10:05,Q3,35619000000.0,291000000.0,35910000000.0,3163000000,1785000000.0,3460000000.0,44318000000,3073000000,6630000000.0,3174000000.0,9804000000.0,35000000.0,0.0,4860000000.0,17772000000,8320000000.0,62090000000,1644000000.0,3190000000.0,2659000000.0,507000000.0,4766000000.0,16212000000,15378000000.0,1708000000.0,2659000000.0,7432000000.0,22810000000.0,7432000000.0,39022000000,0.0,22745000000.0,323000000.0,110000000.0,23068000000.0,62090000000,326000000.0,22481000000.0,-13138000000.0,https://www.sec.gov/Archives/edgar/data/804328/000172894918000075/0001728949-18-000075-index.html,https://www.sec.gov/Archives/edgar/data/804328/000172894918000075/qcom06241810-q.htm
2018-03-25,QCOM,2018-04-25 00:00:00,2018-04-25 16:07:36,Q2,37946000000.0,1625000000.0,39571000000.0,3535000000,1797000000.0,641000000.0,45544000000,3224000000,6676000000.0,3435000000.0,10111000000.0,35000000.0,0.0,5212000000.0,18582000000,5853000000.0,64126000000,1454000000.0,2234000000.0,3277000000.0,502000000.0,4823000000.0,12660000000,19361000000.0,1803000000.0,3277000000.0,8286000000.0,27647000000.0,8286000000.0,40307000000,495000000.0,22779000000.0,545000000.0,337000000.0,23819000000.0,64126000000,1660000000.0,23094000000.0,-14852000000.0,https://www.sec.gov/Archives/edgar/data/804328/000172894918000039/0001728949-18-000039-index.html,https://www.sec.gov/Archives/edgar/data/804328/000172894918000039/qcom03251810-q.htm
2017-12-24,QCOM,2018-01-31 00:00:00,2018-01-31 16:10:12,Q1,33362000000.0,2041000000.0,35403000000.0,3053000000,1872000000.0,638000000.0,40966000000,3224000000,6638000000.0,3548000000.0,10186000000.0,4447000000.0,0.0,5528000000.0,23385000000,6166000000.0,64351000000,1685000000.0,1968000000.0,3867000000.0,487000000.0,4653000000.0,12027000000,19381000000.0,1906000000.0,3867000000.0,9019000000.0,28400000000.0,9019000000.0,40427000000,265000000.0,23273000000.0,386000000.0,164000000.0,23924000000.0,64351000000,6488000000.0,22846000000.0,-10516000000.0,https://www.sec.gov/Archives/edgar/data/804328/000172894918000011/0001728949-18-000011-index.html,https://www.sec.gov/Archives/edgar/data/804328/000172894918000011/qcom12241710-q.htm
2017-09-24,QCOM,2017-11-01 00:00:00,2017-11-01 16:10:14,Q4,35029000000.0,2279000000.0,37308000000.0,3632000000,2035000000.0,618000000.0,43593000000,3216000000,6623000000.0,3737000000.0,10360000000.0,1270000000.0,0.0,7047000000.0,21893000000,7665000000.0,65486000000,1971000000.0,999000000.0,0.0,502000000.0,5258000000.0,10907000000,19398000000.0,2003000000.0,2900000000.0,4435000000.0,23833000000.0,4435000000.0,34740000000,274000000.0,30088000000.0,384000000.0,166000000.0,30746000000.0,65486000000,3549000000.0,21893000000.0,-13136000000.0,https://www.sec.gov/Archives/edgar/data/804328/000123445217000190/0001234452-17-000190-index.html,https://www.sec.gov/Archives/edgar/data/804328/000123445217000190/qcom10-k2017.htm
2017-06-25,QCOM,2017-07-19 00:00:00,2017-07-19 16:10:17,Q3,14909000000.0,5954000000.0,20863000000.0,3532000000,2002000000.0,624000000.0,27021000000,3164000000,6523000000.0,3880000000.0,10403000000.0,16889000000.0,0.0,6902000000.0,37358000000,7526000000.0,64379000000,1508000000.0,999000000.0,0.0,513000000.0,4071000000.0,9163000000,19403000000.0,2111000000.0,2747000000.0,4530000000.0,23922000000.0,4530000000.0,33085000000,225000000.0,30778000000.0,291000000.0,-8000000.0,31294000000.0,64379000000,22843000000.0,21898000000.0,6989000000.0,https://www.sec.gov/Archives/edgar/data/804328/000123445217000154/0001234452-17-000154-index.html,https://www.sec.gov/Archives/edgar/data/804328/000123445217000154/qcom06251710-q.htm
2017-03-26,QCOM,2017-04-19 00:00:00,2017-04-19 16:28:27,Q2,7124000000.0,2858000000.0,9982000000.0,4201000000,2066000000.0,659000000.0,16908000000,3065000000,6497000000.0,4084000000.0,10581000000.0,18876000000.0,0.0,6649000000.0,39171000000,7308000000.0,56079000000,1289000000.0,1998000000.0,0.0,513000000.0,4068000000.0,10145000000,9939000000.0,2220000000.0,2458000000.0,4661000000.0,14590000000.0,4661000000.0,24735000000,0.0,30768000000.0,230000000.0,-102000000.0,31344000000.0,56079000000,21734000000.0,11937000000.0,4813000000.0,https://www.sec.gov/Archives/edgar/data/804328/000123445217000077/0001234452-17-000077-index.html,https://www.sec.gov/Archives/edgar/data/804328/000123445217000077/qcom03261710-q.htm
2016-12-25,QCOM,2017-01-25 00:00:00,2017-01-25 16:15:11,Q1,6885000000.0,3927000000.0,10812000000.0,2085000000,1910000000.0,972000000.0,15779000000,2270000000,5686000000.0,3338000000.0,9024000000.0,18973000000.0,0.0,6320000000.0,36587000000,7292000000.0,52366000000,1648000000.0,1749000000.0,0.0,487000000.0,3732000000.0,7994000000,9935000000.0,2278000000.0,2312000000.0,3231000000.0,13157000000.0,3231000000.0,21151000000,214000000.0,30815000000.0,186000000.0,-112000000.0,31215000000.0,52366000000,22900000000.0,11684000000.0,4799000000.0,https://www.sec.gov/Archives/edgar/data/804328/000123445217000028/0001234452-17-000028-index.html,https://www.sec.gov/Archives/edgar/data/804328/000123445217000028/qcom12251610-q.htm
2016-09-25,QCOM,2016-11-02 00:00:00,2016-11-02 16:11:53,Q4,5946000000.0,12702000000.0,18648000000.0,2219000000,1556000000.0,558000000.0,22981000000,2306000000,5679000000.0,3500000000.0,9179000000.0,13702000000.0,0.0,4191000000.0,29378000000,4749000000.0,52359000000,1858000000.0,1749000000.0,0.0,509000000.0,2770000000.0,7311000000,10008000000.0,2377000000.0,2030000000.0,3272000000.0,13270000000.0,3272000000.0,20581000000,414000000.0,30936000000.0,428000000.0,-104000000.0,31778000000.0,52359000000,26404000000.0,11757000000.0,5811000000.0,https://www.sec.gov/Archives/edgar/data/804328/000123445216000552/0001234452-16-000552-index.html,https://www.sec.gov/Archives/edgar/data/804328/000123445216000552/qcom10-k2016.htm
2016-06-26,QCOM,2016-07-20,2016-07-20 16:11:32,Q3,5885000000.0,11225000000.0,17110000000.0,1939000000,1338000000.0,592000000.0,20979000000,2341000000,5657000000.0,3669000000.0,9326000000.0,13922000000.0,0.0,4218000000.0,29807000000,4810000000.0,50786000000,1572000000.0,1749000000.0,0.0,535000000.0,2648000000.0,6843000000,10024000000.0,2426000000.0,2075000000.0,3281000000.0,13296000000.0,3281000000.0,20139000000,0.0,30134000000.0,344000000.0,-94000000.0,30647000000.0,50786000000,25147000000.0,11773000000.0,5888000000.0,https://www.sec.gov/Archives/edgar/data/804328/000123445216000483/qcom6261610-q.htm,https://www.sec.gov/Archives/edgar/data/804328/000123445216000483/qcom6261610-q.htm
2016-03-27,QCOM,2016-04-20 00:00:00,2016-04-20 16:21:10,Q2,5775000000.0,10627000000.0,16402000000.0,1738000000,1427000000.0,590000000.0,20157000000,2391000000,5657000000.0,3896000000.0,9553000000.0,13582000000.0,0.0,4377000000.0,29903000000,4967000000.0,50060000000,1452000000.0,1949000000.0,0.0,791000000.0,2840000000.0,7026000000,9993000000.0,2526000000.0,2203000000.0,3404000000.0,13389000000.0,3404000000.0,20415000000,0.0,29485000000.0,160000000.0,-119000000.0,29645000000.0,50060000000,24209000000.0,11942000000.0,6167000000.0,https://www.sec.gov/Archives/edgar/data/804328/000123445216000429/0001234452-16-000429-index.html,https://www.sec.gov/Archives/edgar/data/804328/000123445216000429/qcom3271610-q.htm
2015-12-27,QCOM,2016-01-27 00:00:00,2016-01-27 16:18:39,Q1,6913000000.0,9615000000.0,16528000000.0,1323000000,1216000000.0,1271000000.0,20338000000,2484000000,5669000000.0,4068000000.0,9737000000.0,14063000000.0,0.0,3607000000.0,29891000000,4878000000.0,50229000000,1359000000.0,1000000000.0,0.0,639000000.0,3249000000.0,6503000000,9950000000.0,2630000000.0,1616000000.0,3543000000.0,13485000000.0,3543000000.0,19988000000,0.0,30172000000.0,69000000.0,-128000000.0,30241000000.0,50229000000,23678000000.0,10950000000.0,4037000000.0,https://www.sec.gov/Archives/edgar/data/804328/000123445216000352/0001234452-16-000352-index.html,https://www.sec.gov/Archives/edgar/data/804328/000123445216000352/qcom12271510-q.htm
2015-09-27,QCOM,2015-11-04 00:00:00,2015-11-04 16:26:47,Q4,7560000000.0,9761000000.0,17321000000.0,1964000000,1492000000.0,1322000000.0,22099000000,2534000000,5479000000.0,3742000000.0,9221000000.0,13626000000.0,0.0,3316000000.0,28697000000,4638000000.0,50796000000,1300000000.0,1000000000.0,0.0,583000000.0,2939000000.0,6100000000,9969000000.0,2496000000.0,1453000000.0,3313000000.0,13275000000.0,3313000000.0,19375000000,0.0,31226000000.0,195000000.0,-102000000.0,31421000000.0,50796000000,23387000000.0,10969000000.0,3409000000.0,https://www.sec.gov/Archives/edgar/data/804328/000123445215000271/0001234452-15-000271-index.html,https://www.sec.gov/Archives/edgar/data/804328/000123445215000271/qcom10-k2015.htm
2015-06-28,QCOM,2015-07-22 00:00:00,2015-07-22 16:18:54,Q3,9987000000.0,11344000000.0,21331000000.0,1961000000,1583000000.0,1053000000.0,25928000000,2574000000,4259000000.0,2405000000.0,6664000000.0,13894000000.0,0.0,3235000000.0,26367000000,4288000000.0,52295000000,1412000000.0,1000000000.0,0.0,680000000.0,2974000000.0,6083000000,9913000000.0,2576000000.0,472000000.0,3103000000.0,13010000000.0,3103000000.0,19093000000,0.0,32699000000.0,503000000.0,-62000000.0,33202000000.0,52295000000,25238000000.0,10913000000.0,926000000.0,https://www.sec.gov/Archives/edgar/data/804328/000123445215000208/0001234452-15-000208-index.html,https://www.sec.gov/Archives/edgar/data/804328/000123445215000208/qcom6281510-q.htm
2015-03-29,QCOM,2015-04-22 00:00:00,2015-04-22 16:24:39,Q2,5492000000.0,10063000000.0,15555000000.0,2058000000,1861000000.0,1266000000.0,20740000000,2523000000,4388000000.0,2482000000.0,6870000000.0,14055000000.0,0.0,2985000000.0,26433000000,4251000000.0,47173000000,1683000000.0,1096000000.0,0.0,778000000.0,2646000000.0,6169000000,0.0,2667000000.0,533000000.0,3170000000.0,3165000000.0,3170000000.0,9334000000,0.0,32411000000.0,472000000.0,-123000000.0,37839000000.0,47173000000,24118000000.0,1096000000.0,-4396000000.0,https://www.sec.gov/Archives/edgar/data/804328/000123445215000134/0001234452-15-000134-index.html,https://www.sec.gov/Archives/edgar/data/804328/000123445215000134/qcom3291510-q.htm
2014-12-28,QCOM,2015-01-28,2015-01-28 16:18:31,Q1,6325000000.0,11463000000.0,17788000000.0,2239000000,1761000000.0,973000000.0,22761000000,2531000000,4413000000.0,2497000000.0,6910000000.0,13815000000.0,0.0,2430000000.0,25686000000,3403000000.0,48447000000,2482000000.0,0.0,0.0,885000000.0,3137000000.0,6405000000,0.0,2763000000.0,445000000.0,3223000000.0,3219000000.0,3223000000.0,9624000000,0.0,32061000000.0,428000000.0,-114000000.0,38823000000.0,48447000000,25278000000.0,0.0,-6325000000.0,https://www.sec.gov/Archives/edgar/data/804328/000123445215000024/qcom12281410-q.htm,https://www.sec.gov/Archives/edgar/data/804328/000123445215000024/qcom12281410-q.htm
2014-09-28,QCOM,2014-11-05 00:00:00,2014-11-05 16:18:10,Q4,7907000000.0,9658000000.0,17565000000.0,2412000000,1458000000.0,978000000.0,22413000000,2487000000,4488000000.0,2580000000.0,7068000000.0,14457000000.0,0.0,2149000000.0,26161000000,3127000000.0,48574000000,2183000000.0,0.0,0.0,785000000.0,3028000000.0,6013000000,0.0,2967000000.0,577000000.0,3395000000.0,3392000000.0,3395000000.0,9405000000,0.0,30799000000.0,634000000.0,-89000000.0,39169000000.0,48574000000,24115000000.0,0.0,-7907000000.0,https://www.sec.gov/Archives/edgar/data/804328/000123445214000320/0001234452-14-000320-index.html,https://www.sec.gov/Archives/edgar/data/804328/000123445214000320/qcom10-k2014.htm
2014-06-29,QCOM,2014-07-23 00:00:00,2014-07-23 16:13:56,Q3,7944000000.0,10209000000.0,18153000000.0,2084000000,1185000000.0,986000000.0,22408000000,2555000000,4183000000.0,2608000000.0,6791000000.0,14563000000.0,0.0,2038000000.0,25947000000,3024000000.0,48355000000,1900000000.0,0.0,0.0,705000000.0,3380000000.0,6021000000,11000000.0,3168000000.0,451000000.0,3536000000.0,3545000000.0,3536000000.0,9566000000,0.0,29618000000.0,825000000.0,-69000000.0,38789000000.0,48355000000,24772000000.0,12000000.0,-7932000000.0,https://www.sec.gov/Archives/edgar/data/804328/000123445214000238/0001234452-14-000238-index.html,https://www.sec.gov/Archives/edgar/data/804328/000123445214000238/qcom06291410-q.htm
2014-03-30,QCOM,2014-04-23 00:00:00,2014-04-23 16:12:55,Q2,6337000000.0,10291000000.0,16628000000.0,2217000000,1147000000.0,1016000000.0,21008000000,2573000000,4226000000.0,2699000000.0,6925000000.0,15425000000.0,0.0,1944000000.0,26867000000,2960000000.0,47875000000,1551000000.0,0.0,0.0,625000000.0,3610000000.0,5901000000,12000000.0,3367000000.0,495000000.0,3709000000.0,3720000000.0,3709000000.0,9621000000,0.0,28097000000.0,810000000.0,-69000000.0,38254000000.0,47875000000,25716000000.0,13000000.0,-6324000000.0,https://www.sec.gov/Archives/edgar/data/804328/000123445214000154/0001234452-14-000154-index.html,https://www.sec.gov/Archives/edgar/data/804328/000123445214000154/qcom03301410-q.htm
2013-12-29,QCOM,2014-01-29,2014-01-29 16:18:38,Q1,8292000000.0,8988000000.0,17280000000.0,1327000000,1064000000.0,914000000.0,20585000000,2562000000,4212000000.0,2490000000.0,6702000000.0,14330000000.0,0.0,2103000000.0,25697000000,3017000000.0,46282000000,1375000000.0,0.0,0.0,470000000.0,3231000000.0,5313000000,13000000.0,3566000000.0,404000000.0,3929000000.0,3942000000.0,3929000000.0,9255000000,0.0,26737000000.0,784000000.0,-65000000.0,37027000000.0,46282000000,23318000000.0,14000000.0,-8278000000.0,https://www.sec.gov/Archives/edgar/data/804328/000123445214000049/qcom12291310-q.htm,https://www.sec.gov/Archives/edgar/data/804328/000123445214000049/qcom12291310-q.htm
2013-09-29,QCOM,2013-11-06 00:00:00,2013-11-06 16:22:40,Q4,6142000000.0,8824000000.0,14966000000.0,2142000000,1302000000.0,1145000000.0,19555000000,2995000000,3976000000.0,2553000000.0,6529000000.0,14440000000.0,0.0,1997000000.0,25961000000,3142000000.0,45516000000,1554000000.0,0.0,0.0,501000000.0,2820000000.0,5213000000,17000000.0,3666000000.0,573000000.0,4199000000.0,4215000000.0,4199000000.0,9428000000,0.0,25461000000.0,753000000.0,-72000000.0,36088000000.0,45516000000,23264000000.0,17000000.0,-6125000000.0,https://www.sec.gov/Archives/edgar/data/804328/000123445213000483/0001234452-13-000483-index.html,https://www.sec.gov/Archives/edgar/data/804328/000123445213000483/qcom10-k2013.htm
2013-06-30,QCOM,2013-07-24 00:00:00,2013-07-24 16:09:43,Q3,2533000000.0,8928000000.0,11461000000.0,1949000000,1727000000.0,835000000.0,15972000000,2974000000,3995000000.0,2690000000.0,6685000000.0,18941000000.0,0.0,2237000000.0,30837000000,3072000000.0,46809000000,1850000000.0,0.0,0.0,482000000.0,2464000000.0,5028000000,20000000.0,3679000000.0,329000000.0,4178000000.0,4203000000.0,4178000000.0,9231000000,0.0,24564000000.0,698000000.0,-65000000.0,37578000000.0,46809000000,27869000000.0,21000000.0,-2512000000.0,https://www.sec.gov/Archives/edgar/data/804328/000123445213000292/0001234452-13-000292-index.html,https://www.sec.gov/Archives/edgar/data/804328/000123445213000292/qcom6301310-q.htm
2013-03-31,QCOM,2013-04-24 00:00:00,2013-04-24 16:14:05,Q2,4093000000.0,9400000000.0,13493000000.0,1889000000,1484000000.0,900000000.0,17766000000,2971000000,3975000000.0,2735000000.0,6710000000.0,17046000000.0,0.0,3106000000.0,29833000000,4006000000.0,47599000000,1628000000.0,0.0,0.0,514000000.0,2956000000.0,5263000000,22000000.0,3697000000.0,318000000.0,4686000000.0,4725000000.0,4686000000.0,9988000000,0.0,23599000000.0,1021000000.0,-62000000.0,37611000000.0,47599000000,26446000000.0,22000000.0,-4071000000.0,https://www.sec.gov/Archives/edgar/data/804328/000123445213000179/0001234452-13-000179-index.html,https://www.sec.gov/Archives/edgar/data/804328/000123445213000179/qcom3311310-q.htm
2012-12-30,QCOM,2013-01-30 00:00:00,2013-01-30 16:11:45,Q1,4293000000.0,8982000000.0,13275000000.0,1647000000,1277000000.0,904000000.0,17103000000,2874000000,3929000000.0,2826000000.0,6755000000.0,15096000000.0,0.0,3013000000.0,27738000000,3917000000.0,44841000000,1657000000.0,0.0,0.0,733000000.0,2730000000.0,5005000000,0.0,3516000000.0,309000000.0,4482000000.0,4502000000.0,4482000000.0,9507000000,0.0,22172000000.0,880000000.0,-63000000.0,35334000000.0,44841000000,24078000000.0,0.0,-4293000000.0,https://www.sec.gov/Archives/edgar/data/804328/000123445213000041/0001234452-13-000041-index.html,https://www.sec.gov/Archives/edgar/data/804328/000123445213000041/qcom12301210-q.htm
2012-09-30,QCOM,2012-11-07 00:00:00,2012-11-07 16:15:01,Q4,3807000000.0,8567000000.0,12374000000.0,1459000000,1030000000.0,782000000.0,15645000000,2851000000,3917000000.0,2938000000.0,6855000000.0,14463000000.0,0.0,3198000000.0,27367000000,3980000000.0,43012000000,1298000000.0,0.0,0.0,545000000.0,3340000000.0,5302000000,0.0,3739000000.0,309000000.0,4165000000.0,4187000000.0,4165000000.0,9489000000,0.0,20701000000.0,866000000.0,-76000000.0,33523000000.0,43012000000,23030000000.0,0.0,-3807000000.0,https://www.sec.gov/Archives/edgar/data/804328/000123445212000371/0001234452-12-000371-index.html,https://www.sec.gov/Archives/edgar/data/804328/000123445212000371/qcom10-k2012.htm
2012-06-24,QCOM,2012-07-18 00:00:00,2012-07-18 16:11:00,Q3,3412000000.0,9983000000.0,13395000000.0,1250000000,820000000.0,912000000.0,16377000000,2888000000,3843000000.0,3845000000.0,7688000000.0,13152000000.0,0.0,2340000000.0,26068000000,3252000000.0,42445000000,1116000000.0,968000000.0,0.0,547000000.0,2654000000.0,5516000000,0.0,3809000000.0,512000000.0,4324000000.0,4345000000.0,4324000000.0,9861000000,0.0,19868000000.0,620000000.0,-87000000.0,32584000000.0,42445000000,23135000000.0,1138000000.0,-2274000000.0,https://www.sec.gov/Archives/edgar/data/804328/000123445212000268/0001234452-12-000268-index.html,https://www.sec.gov/Archives/edgar/data/804328/000123445212000268/qcom6241210q.htm
2012-03-25,QCOM,2012-04-18,2012-04-18 16:11:42,Q2,5998000000.0,9081000000.0,15079000000.0,1189000000,781000000.0,812000000.0,17861000000,2760000000,3607000000.0,3002000000.0,6609000000.0,11489000000.0,0.0,2812000000.0,23670000000,3624000000.0,41531000000,1250000000.0,1039000000.0,179000000.0,558000000.0,2147000000.0,5178000000,0.0,3894000000.0,485000000.0,4483000000.0,4471000000.0,4483000000.0,9649000000,0.0,19090000000.0,809000000.0,-57000000.0,31882000000.0,41531000000,20570000000.0,1209000000.0,-4789000000.0,https://www.sec.gov/Archives/edgar/data/804328/000123445212000217/qcom3251210q.htm,https://www.sec.gov/Archives/edgar/data/804328/000123445212000217/qcom3251210q.htm
2011-12-25,QCOM,2012-02-01 00:00:00,2012-02-01 16:07:54,Q1,4964000000.0,6576000000.0,11540000000.0,1035000000,714000000.0,745000000.0,14034000000,2607000000,3624000000.0,3093000000.0,6717000000.0,10438000000.0,0.0,3810000000.0,23572000000,4555000000.0,37606000000,974000000.0,928000000.0,40000000.0,543000000.0,2380000000.0,4994000000,0.0,3535000000.0,509000000.0,4115000000.0,4131000000.0,4115000000.0,9125000000,0.0,17237000000.0,495000000.0,-86000000.0,28481000000.0,37606000000,17014000000.0,1098000000.0,-3866000000.0,https://www.sec.gov/Archives/edgar/data/804328/000123445212000055/0001234452-12-000055-index.html,https://www.sec.gov/Archives/edgar/data/804328/000123445212000055/qcom12251110q.htm
2011-09-25,QCOM,2011-11-02 00:00:00,2011-11-02 16:08:57,Q4,5462000000.0,6190000000.0,11652000000.0,993000000,765000000.0,883000000.0,14293000000,2414000000,3432000000.0,3099000000.0,6531000000.0,9261000000.0,0.0,3923000000.0,22129000000,4806000000.0,36422000000,969000000.0,994000000.0,18000000.0,610000000.0,2682000000.0,5289000000,0.0,3541000000.0,537000000.0,4161000000.0,4182000000.0,4161000000.0,9471000000,0.0,16204000000.0,353000000.0,-74000000.0,26951000000.0,36422000000,15451000000.0,994000000.0,-4468000000.0,https://www.sec.gov/Archives/edgar/data/804328/000123445211000360/0001234452-11-000360-index.html,https://www.sec.gov/Archives/edgar/data/804328/000123445211000360/qcom10-k2011.htm
