symbol,name,price,exchange
SEM,Select Medical Holdings Corp,22.5,New York Stock Exchange
AST,Asterias Biotherapeutics Inc. Common Series A,0.93,NYSE American
REN,Resolute Energy Corporation Comon Stock,31.06,New York Stock Exchange
CCU,Compania Cervecerias Unidas S.A.,12.15,New York Stock Exchange
KPTI,Karyopharm Therapeutics Inc,14.79,Nasdaq Global Select
WAGE,WageWorks Inc.,51.1,New York Stock Exchange
GEL,Genesis Energy LP,4.66,New York Stock Exchange
AVID,Avid Technology Inc,8.68,Nasdaq Global Select
HEP,Holly Energy Partners LP,12.36,New York Stock Exchange
SLDB,Solid Biosciences Inc,3.55,Nasdaq Global Select
GNRC,Generac Holdings Inc,211.87,New York Stock Exchange
WD,Walker & Dunlop Inc,59.72,New York Stock Exchange
SCHG,Schwab U.S. Large-Cap Growth,118.43,NYSE Arca
SHLO,Shiloh Industries Inc,0.38,Nasdaq Global Select
DNB,Dun & Bradstreet Holdings Inc,26.52,New York Stock Exchange
AMID,American Midstream Partners LP representing Limited Partner Interests,5.21,New York Stock Exchange
TBBK,Bancorp Inc,9.21,Nasdaq Global Select
IVC,Invacare Corp,7.51,New York Stock Exchange
TOUR,Tuniu Corp,1.14,NASDAQ Global Market
ESND,Essendant Inc.,12.81,Nasdaq Global Select
ITT,ITT Inc,65.49,New York Stock Exchange
MTRX,Matrix Service Co,7.91,Nasdaq Global Select
APLP,Archrock Partners L.P.,15.25,Nasdaq Global Select
EPOL,iShares Trust MSCI Poland,15.765,NYSE Arca
BIV,Vanguard Intermediate-Term Bond,93.12,NYSE Arca
SPWR,SunPower Corp,17.69,Nasdaq Global Select
CHH,Choice Hotels International Inc,88.76,New York Stock Exchange
TMK,Torchmark Corporation,88.1,New York Stock Exchange
SPYV,SPDR Series Trust Portfolio S&P 500 Value,31.04,NYSE Arca
TOT,Total S.A.,33.28,New York Stock Exchange
BDJ,Blackrock Enhanced Equity Dividend Trust,7.32,New York Stock Exchange
PGTI,PGT Innovations Inc,18.24,New York Stock Exchange
MDP,Meredith Corp,11.61,New York Stock Exchange
SLAB,Silicon Laboratories Inc,104.26,Nasdaq Global Select
DATA,Tableau Software Inc. Class A,120.28,New York Stock Exchange
WWE,World Wrestling Entertainment Inc,38.71,New York Stock Exchange
RNG,RingCentral Inc,294.74,New York Stock Exchange
EHC,Encompass Health Corp,66.51,New York Stock Exchange
PEGA,Pegasystems Inc,129.27,Nasdaq Global Select
NOVT,Novanta Inc,112.96,Nasdaq Global Select
DTE,DTE Energy Co,121.34,New York Stock Exchange
MYGN,Myriad Genetics Inc,13.34,Nasdaq Global Select
DEA,Easterly Government Properties Inc,22.05,New York Stock Exchange
MINI,Mobile Mini Inc.,29.5,Nasdaq Global Select
PXLW,Pixelworks Inc,2.2,NASDAQ Global Market
BRS,Bristow Group Inc.,0.29,New York Stock Exchange
DGRO,iShares Core Dividend Growth,40.94,NYSE Arca
ERF,Enerplus Corp,2.01,New York Stock Exchange
AEIS,Advanced Energy Industries Inc,72.6,Nasdaq Global Select
ETV,Eaton Vance Tax-Managed Buy-Write Opportunities Fund,14.07,New York Stock Exchange
LHCG,LHC Group Inc,220.91,Nasdaq Global Select
NDAQ,Nasdaq Inc,128.99,Nasdaq Global Select
NFG,National Fuel Gas Co,41.93,New York Stock Exchange
WSFS,WSFS Financial Corp,29.88,Nasdaq Global Select
CNNE,Cannae Holdings Inc,39.21,New York Stock Exchange
WCC,Wesco International Inc,46.0,New York Stock Exchange
BRC,Brady Corp,40.41,New York Stock Exchange
PIRS,Pieris Pharmaceuticals Inc,2.33,NASDAQ Capital Market
AAT,American Assets Trust Inc,23.88,New York Stock Exchange
ENR,Energizer Holdings Inc,41.12,New York Stock Exchange
NSA,National Storage Affiliates Trust,33.33,New York Stock Exchange
ABIO,ARCA Biopharma Inc,4.16,NASDAQ Capital Market
RFP,Resolute Forest Products Inc,5.17,New York Stock Exchange
SRRA,Sierra Oncology Inc,12.35,NASDAQ Global Market
EE,El Paso Electric Co,68.4,New York Stock Exchange
NXEO,Nexeo Solutions Inc.,9.97,NASDAQ Capital Market
VRTU,Virtusa Corp,50.43,Nasdaq Global Select
COTV,Cotiviti Holdings Inc.,44.75,New York Stock Exchange
MMYT,MakeMyTrip Ltd,19.19,Nasdaq Global Select
MEET,Meet Group Inc,6.29,NASDAQ Capital Market
UTHR,United Therapeutics Corp,119.17,Nasdaq Global Select
CALM,Cal-Maine Foods Inc,38.14,Nasdaq Global Select
ALRM,Alarm.com Holdings Inc,60.37,Nasdaq Global Select
USAC,USA Compression Partners LP,11.16,New York Stock Exchange
MKTX,Marketaxess Holdings Inc,549.99,Nasdaq Global Select
LSCC,Lattice Semiconductor Corp,34.15,Nasdaq Global Select
PTGX,Protagonist Therapeutics Inc,20.13,NASDAQ Global Market
WSR,Whitestone REIT,6.13,New York Stock Exchange
RWT,Redwood Trust Inc,8.12,New York Stock Exchange
ECPG,Encore Capital Group Inc,40.64,Nasdaq Global Select
MCRN,Milacron Holdings Corp.,16.8,New York Stock Exchange
SFL,SFL Corporation Ltd,7.44,New York Stock Exchange
AME,AMETEK Inc,108.7,New York Stock Exchange
BKNG,Booking Holdings Inc,1671.71,Nasdaq Global Select
DCT,DCT Industrial Trust Inc,43.78,New York Stock Exchange
CSTE,Caesarstone Ltd,11.2,Nasdaq Global Select
BOFI,BofI Holding Inc.,34.4,Nasdaq Global Select
QNST,Quinstreet Inc,17.1,Nasdaq Global Select
SR,Spire Inc,57.71,New York Stock Exchange
SHLD,Sears Holdings Corporation,0.35,Nasdaq Global Select
PMTS,CPI Card Group Inc,2.6,NASDAQ Capital Market
SIMO,Silicon Motion Technology Corp,39.55,Nasdaq Global Select
AMED,Amedisys Inc,247.54,Nasdaq Global Select
HRTG,Heritage Insurance Holdings Inc,10.7,New York Stock Exchange
EUM,ProShares Short MSCI Emerging Markets,14.775,NYSE Arca
IGF,iShares Global Infrastructure ETF,40.45,NASDAQ Global Market
VNET,21Vianet Group Inc,24.6,Nasdaq Global Select
AYX,Alteryx Inc,139.53,New York Stock Exchange
UBSH,Union Bankshares Corporation,35.3,Nasdaq Global Select
CHRS,Coherus BioSciences Inc,16.76,NASDAQ Global Market
KEM,KEMET Corporation,27.21,New York Stock Exchange
BWB,Bridgewater Bancshares Inc,10.9,NASDAQ Capital Market
BEDU,Bright Scholar Education Holdings Ltd,6.53,New York Stock Exchange
CIB,BanColombia S.A.,26.93,New York Stock Exchange
PES,Pioneer Energy Services Corp. Common Stk,0.34,New York Stock Exchange
FSP,Franklin Street Properties Corp,3.97,NYSE American
IIIN,Insteel Industries Inc,20.95,Nasdaq Global Select
BLD,TopBuild Corp,181.91,New York Stock Exchange
HFWA,Heritage Financial Corp,20.78,Nasdaq Global Select
SCSC,Scansource Inc,20.79,Nasdaq Global Select
QADA,QAD Inc,43.57,Nasdaq Global Select
SALT,Scorpio Bulkers Inc,14.92,New York Stock Exchange
BHLB,Berkshire Hills Bancorp Inc,11.05,New York Stock Exchange
CASI,CASI Pharmaceuticals Inc,1.61,NASDAQ Capital Market
TSC,TriState Capital Holdings Inc,13.52,Nasdaq Global Select
STB,Student Transportation Inc,7.5,Nasdaq Global Select
RE,Everest Re Group Ltd,199.84,New York Stock Exchange
LUNA,Luna Innovations Inc,6.62,NASDAQ Capital Market
FBC,Flagstar Bancorp Inc,32.8,New York Stock Exchange
CLS,Celestica Inc,7.05,New York Stock Exchange
EVLV,EVINE Live Inc.,0.44,Nasdaq Global Select
PHK,PIMCO High Income Fund,5.28,New York Stock Exchange
SFNC,Simmons First National Corp,16.75,Nasdaq Global Select
GBX,Greenbrier Companies Inc,32.5,New York Stock Exchange
DGRW,WisdomTree U.S. Quality Dividend Growth Fund,50.72,NASDAQ Global Market
GWR,Genesee & Wyoming Inc. Class A,111.88,New York Stock Exchange
VRS,Verso Corp,8.03,New York Stock Exchange
HUBB,Hubbell Inc,147.5,New York Stock Exchange
EPP,iShares MSCI Pacific Ex-Japan Index Fund,41.67,NYSE Arca
PPDF,PPDAI Group Inc. American Depositary Shares each representing five Class A,2.7,New York Stock Exchange
GLOW,Glowpoint Inc.,2.08,NYSE American
EWM,iShares MSCI Malaysia Index Fund,26.65,NYSE Arca
GTT,GTT Communications Inc,5.33,New York Stock Exchange
PBA,Pembina Pipeline Corp,22.1,New York Stock Exchange
LTS,Ladenburg Thalmann Financial Services Inc,3.49,NYSE American
UAN,CVR Partners LP,0.7624,New York Stock Exchange
GMED,Globus Medical Inc,53.74,New York Stock Exchange
VERU,Veru Inc,2.47,NASDAQ Capital Market
PB,Prosperity Bancshares Inc,56.15,New York Stock Exchange
VVI,Viad Corp,21.36,New York Stock Exchange
TSRO,TESARO Inc.,74.97,Nasdaq Global Select
EGL,Engility Holdings Inc.,29.11,New York Stock Exchange
MRCY,Mercury Systems Inc,76.12,Nasdaq Global Select
VSI,Vitamin Shoppe Inc,6.5,New York Stock Exchange
TU,Telus Corp,17.99,New York Stock Exchange
LCII,LCI Industries,119.77,New York Stock Exchange
IBKC,IBERIABANK Corporation,43.08,Nasdaq Global Select
ICFI,ICF International Inc,69.97,Nasdaq Global Select
ACIW,ACI Worldwide Inc,30.88,Nasdaq Global Select
ADX,Adams Diversified Equity Fund Inc,16.64,New York Stock Exchange
ONCE,Spark Therapeutics Inc.,113.57,Nasdaq Global Select
PTCT,PTC Therapeutics Inc,51.51,Nasdaq Global Select
TFSL,TFS Financial Corp,15.85,Nasdaq Global Select
ATNM,Actinium Pharmaceuticals Inc,10.95,NYSE American
CSU,Capital Senior Living Corp,0.602,New York Stock Exchange
RRGB,Red Robin Gourmet Burgers Inc,13.93,Nasdaq Global Select
HUD,Hudson Ltd,7.66,New York Stock Exchange
CECE,CECO Environmental Corp,7.86,Nasdaq Global Select
IART,Integra Lifesciences Holdings Corp,47.75,Nasdaq Global Select
CHU,China Unicom (Hong Kong) Ltd,6.93,New York Stock Exchange
VB,Vanguard Small-Cap,164.32,NYSE Arca
APTS,Preferred Apartment Communities Inc,5.44,New York Stock Exchange
III,Information Services Group Inc,2.12,NASDAQ Global Market
JILL,J.Jill Inc,0.7795,New York Stock Exchange
STBZ,State Bank Financial Corporation.,21.44,NASDAQ Capital Market
YRCW,YRC Worldwide Inc,4.72,Nasdaq Global Select
CNAT,Conatus Pharmaceuticals Inc.,0.556,NASDAQ Global Market
WWW,Wolverine World Wide Inc,27.86,New York Stock Exchange
LXRX,Lexicon Pharmaceuticals Inc,1.38,Nasdaq Global Select
PRAA,PRA Group Inc,39.7,Nasdaq Global Select
CLM,Cornerstone Strategic Value Fund Inc,10.88,NYSE American
COBZ,CoBiz Financial Inc.,22.18,Nasdaq Global Select
RPT,RPT Realty,5.05,New York Stock Exchange
STMP,Stamps.Com Inc,257.77,Nasdaq Global Select
SCVL,Shoe Carnival Inc,33.62,Nasdaq Global Select
CORE,Core-Mark Holding Company Inc,29.26,Nasdaq Global Select
AFG,American Financial Group Inc,72.06,New York Stock Exchange
KRNT,Kornit Digital Ltd,68.945,Nasdaq Global Select
CYD,China Yuchai International Ltd,18.87,New York Stock Exchange
MYRG,MYR Group Inc,44.44,Nasdaq Global Select
BANR,Banner Corp,36.91,Nasdaq Global Select
CRESY,Cresud S.A.C.I.F. y A. American Depositary Shares each representing ten shares of Common Stock,2.95,Nasdaq Global Select
HIFR,InfraREIT Inc.,21.12,New York Stock Exchange
XT,iShares Exponential Technologies ETF,50.53,NASDAQ Global Market
IUSG,iShares Core S&P U.S. Growth ETF,81.94,NASDAQ Global Market
FPH,Five Point Holdings LLC,4.52,New York Stock Exchange
MNR,Monmouth Real Estate Investment Corp,14.42,New York Stock Exchange
FN,Fabrinet,63.8,New York Stock Exchange
CPK,Chesapeake Utilities Corp,88.16,New York Stock Exchange
ORC,Orchid Island Capital Inc,5.15,New York Stock Exchange
SLF,Sun Life Financial Inc,41.31,New York Stock Exchange
KL,Kirkland Lake Gold Ltd,48.2,New York Stock Exchange
VSAT,ViaSat Inc,34.98,Nasdaq Global Select
CHFC,Chemical Financial Corporation,39.42,Nasdaq Global Select
WK,Workiva Inc,56.68,New York Stock Exchange
ADMS,Adamas Pharmaceuticals Inc,3.9,NASDAQ Global Market
FUN,Cedar Fair LP,25.29,New York Stock Exchange
SIGI,Selective Insurance Group Inc,51.64,Nasdaq Global Select
SCHA,Schwab U.S. Small-Cap,73.35,NYSE Arca
CACI,CACI International Inc,212.0,New York Stock Exchange
BBOX,Black Box Corporation,1.09,Nasdaq Global Select
RMTI,Rockwell Medical Inc,1.05,NASDAQ Global Market
SUPV,Grupo Supervielle S.A. American Depositary Shares each Representing five Class B shares,1.67,New York Stock Exchange
ALKS,Alkermes Plc,16.92,Nasdaq Global Select
CRAY,Cray Inc,34.88,Nasdaq Global Select
GLDD,Great Lakes Dredge & Dock Corp,11.17,Nasdaq Global Select
BOH,Bank of Hawaii Corp,56.98,New York Stock Exchange
FIZZ,National Beverage Corp,87.39,Nasdaq Global Select
LIQT,LiqTech International Inc,8.08,NYSE American
CEPU,Central Puerto S.A. American Depositary Shares (each represents ten),2.34,New York Stock Exchange
VVC,Vectren Corporation,72.38,New York Stock Exchange
SBBP,Strongbridge Biopharma plc,2.13,Nasdaq Global Select
DORM,Dorman Products Inc,90.74,Nasdaq Global Select
EVBG,Everbridge Inc,126.52,NASDAQ Global Market
IGOV,iShares International Treasury Bond ETF,53.51,NASDAQ Global Market
AKCA,Akcea Therapeutics Inc,18.17,Nasdaq Global Select
AEMD,Aethlon Medical Inc,1.55,NASDAQ Capital Market
ENV,Envestnet Inc,83.02,New York Stock Exchange
AIN,Albany International Corp,54.88,New York Stock Exchange
CAE,CAE Inc,16.87,New York Stock Exchange
ATRS,Antares Pharma Inc,3.13,NASDAQ Capital Market
QES,Quintana Energy Services Inc,0.9278,New York Stock Exchange
NUV,Nuveen Municipal Value Fund Inc,11.01,New York Stock Exchange
HXL,Hexcel Corp,34.1,New York Stock Exchange
SPHD,PowerShares S&P 500 High Dividend Low Volatility Portfolio,33.91,NYSE Arca
SWM,Schweitzer-Mauduit International Inc,33.27,New York Stock Exchange
TUSK,Mammoth Energy Services Inc,1.63,Nasdaq Global Select
HBHC,Hancock Holding Company,51.63,Nasdaq Global Select
EME,EMCOR Group Inc,71.5,New York Stock Exchange
VUZI,Vuzix Corp,4.47,NASDAQ Capital Market
OFG,OFG Bancorp,14.7,New York Stock Exchange
SSLJ,SSLJ.com Limited,3.81,NASDAQ Capital Market
GLT,P H Glatfelter Co,14.58,New York Stock Exchange
IUSV,iShares Core S&P U.S. Value ETF,55.82,NASDAQ Global Market
PHG,Koninklijke Philips N.V. NY Registry Shares,51.13,New York Stock Exchange
DUST,Direxion Daily Gold Miners Index Bear 3X Shares,18.4,NYSE Arca
FMI,Foundation Medicine Inc.,136.98,Nasdaq Global Select
MERC,Mercer International Inc,7.02,Nasdaq Global Select
HEES,H&E Equipment Services Inc,22.79,Nasdaq Global Select
CMO,Capstead Mortgage Corp,5.59,New York Stock Exchange
BXMX,Nuveen S&P 500 BuyWrite Income Fund,11.37,New York Stock Exchange
AZO,Autozone Inc,1178.62,New York Stock Exchange
AMZA,InfraCap MLP,14.66,NYSE Arca
AGFS,AgroFresh Solutions Inc,2.33,Nasdaq Global Select
WCG,Wellcare Health Plans Inc.,349.92,New York Stock Exchange
IDV,iShares International Select Dividend,25.44,BATS Exchange
JKS,JinkoSolar Holding Co Ltd,87.55,New York Stock Exchange
SNCR,Synchronoss Technologies Inc,3.07,Nasdaq Global Select
PTI,Proteostasis Therapeutics Inc,1.17,NASDAQ Global Market
LKSD,LSC Communications Inc.,0.0385,New York Stock Exchange
TM,Toyota Motor Corporation,131.31,New York Stock Exchange
UVV,Universal Corp,41.07,New York Stock Exchange
VNM,VanEck Vectors Vietnam,15.14,NYSE Arca
EIGI,Endurance International Group Holdings Inc,5.79,Nasdaq Global Select
BIOC,Biocept Inc,4.63,NASDAQ Capital Market
HUBG,Hub Group Inc,51.56,Nasdaq Global Select
LAD,Lithia Motors Inc,260.03,New York Stock Exchange
TWI,Titan International Inc,2.96,New York Stock Exchange
SNBR,Sleep Number Corp,63.63,Nasdaq Global Select
RYAM,Rayonier Advanced Materials Inc,4.21,New York Stock Exchange
LOGI,Logitech International SA,92.64,Nasdaq Global Select
DCO,Ducommun Inc,34.2,New York Stock Exchange
FLWS,1-800-Flowers.Com Inc,25.8,Nasdaq Global Select
HYT,Blackrock Corporate High Yield Fund Inc,10.83,New York Stock Exchange
FCPT,Four Corners Property Trust Inc,27.02,New York Stock Exchange
EBIX,Ebix Inc,19.15,Nasdaq Global Select
UDOW,ProShares UltraPro Dow30,82.19,NYSE Arca
ENBL,Enable Midstream Partners LP,4.73,New York Stock Exchange
MTUM,iShares Edge MSCI USA Momentum Factor,149.98,BATS Exchange
NYRT,New York REIT Inc.,14.15,New York Stock Exchange
MFG,Mizuho Financial Group Inc. Sponosred ADR (Japan),2.44,New York Stock Exchange
ANAB,AnaptysBio Inc,25.77,Nasdaq Global Select
ABUS,Arbutus Biopharma Corp,2.88,Nasdaq Global Select
SCG,SCANA Corporation,47.76,New York Stock Exchange
CBB,Cincinnati Bell Inc,15.14,New York Stock Exchange
MSG,The Madison Square Garden Company Class A (New),237.22,New York Stock Exchange
ANSS,ANSYS Inc,331.96,Nasdaq Global Select
STML,Stemline Therapeutics Inc.,11.83,NASDAQ Capital Market
NVRO,Nevro Corp,150.56,New York Stock Exchange
MMS,Maximus Inc,66.21,New York Stock Exchange
HTGC,Hercules Capital Inc,11.32,New York Stock Exchange
CBRL,Cracker Barrel Old Country Store Inc,120.06,Nasdaq Global Select
GEN,Genesis Healthcare Inc,0.5052,New York Stock Exchange
ADXS,Advaxis Inc,0.4603,Nasdaq Global Select
ITRI,Itron Inc,69.99,Nasdaq Global Select
EMES,Emerge Energy Services LP representing Limited Partner Interests,0.22,New York Stock Exchange
TEP,Tallgrass Energy Partners LP representing limited partner interests,44.18,New York Stock Exchange
GBCI,Glacier Bancorp Inc,34.76,Nasdaq Global Select
NR,Newpark Resources Inc,0.8407,New York Stock Exchange
ERII,Energy Recovery Inc,9.45,Nasdaq Global Select
CLMT,Calumet Specialty Products Partners LP,3.59,Nasdaq Global Select
RVT,Royce Value Trust Inc,13.57,New York Stock Exchange
AINV,Apollo Investment Corp,8.18,Nasdaq Global Select
FMS,Fresenius Medical Care AG,39.76,New York Stock Exchange
DST,DST Systems Inc.,84.0,New York Stock Exchange
EMD,Western Asset Emerging Markets Debt Fund Inc,12.66,New York Stock Exchange
RDY,Dr. Reddy's Laboratories Ltd,68.48,New York Stock Exchange
CERS,Cerus Corp,6.42,NASDAQ Global Market
LIT,Global X Lithium & Battery Tech,42.68,NYSE Arca
SDRL,Seadrill Limited (Bermuda),0.0,New York Stock Exchange
BL,Blackline Inc,100.7,Nasdaq Global Select
NCI,Navigant Consulting Inc.,22.65,New York Stock Exchange
TLK,PT Telekomunikasi Indonesia Tbk,18.48,New York Stock Exchange
SSYS,Stratasys Ltd,14.47,Nasdaq Global Select
GUNR,FlexShares Global Upstream Natural Resources Index Fund,28.07,NYSE Arca
HTH,Hilltop Holdings Inc,22.03,New York Stock Exchange
LKFN,Lakeland Financial Corp,46.69,Nasdaq Global Select
ANGO,AngioDynamics Inc,11.05,Nasdaq Global Select
PKX,POSCO,44.93,New York Stock Exchange
SVM,Silvercorp Metals Inc,7.44,NYSE American
ENT,Global Eagle Entertainment Inc,1.9,NASDAQ Capital Market
WGL,WGL Holdings IncCommon Stock,88.74,New York Stock Exchange
AEGN,Aegion Corp,15.8,Nasdaq Global Select
AXE,Anixter International Inc.,97.85,New York Stock Exchange
BTX,BioTime Inc.,1.03,NYSE American
LE,Lands End Inc,14.36,NASDAQ Capital Market
ACIA,Acacia Communications Inc,67.42,Nasdaq Global Select
HAWK,Blackhawk Network Holdings Inc.,45.15,Nasdaq Global Select
PAG,Penske Automotive Group Inc,56.1,New York Stock Exchange
PRIM,Primoris Services Corp,19.755,Nasdaq Global Select
CTMX,CytomX Therapeutics Inc,6.71,Nasdaq Global Select
OPHT,Ophthotech Corporation,1.4,Nasdaq Global Select
RDUS,Radius Health Inc,13.3,NASDAQ Global Market
FLRN,SPDR Bloomberg Barclays Investment Grade Floating Rate,30.6,NYSE Arca
BBGI,Beasley Broadcast Group Inc,1.41,NASDAQ Global Market
CASH,Meta Financial Group Inc,24.1,Nasdaq Global Select
SITO,SITO Mobile Ltd,0.04488,NASDAQ Capital Market
PINC,Premier Inc,33.62,Nasdaq Global Select
GWPH,GW Pharmaceuticals PLC,96.35,NASDAQ Global Market
EGIF,Eagle Growth & Income Opportunities Fund,12.55,New York Stock Exchange
SFBS,ServisFirst Bancshares Inc,39.02,Nasdaq Global Select
SMPL,Simply Good Foods Co,20.86,NASDAQ Capital Market
FNKO,Funko Inc,6.13,Nasdaq Global Select
CVRR,CVR Refining LP Representing Limited Partner Interests,10.49,New York Stock Exchange
RBS,Royal Bank of Scotland Group Plc New (The) ADS,3.09,New York Stock Exchange
SSTK,Shutterstock Inc,61.55,New York Stock Exchange
DCM,NTT DOCOMO Inc American Depositary Shares,26.04,New York Stock Exchange
ZBRA,Zebra Technologies Corp,294.83,Nasdaq Global Select
BMA,Banco Macro S.A. ADR (representing Ten Class B),13.18,New York Stock Exchange
BGG,Briggs & Stratton Corporation,0.0,New York Stock Exchange
GABC,German American Bancorp Inc,30.42,Nasdaq Global Select
NCMI,National Cinemedia Inc,2.135,Nasdaq Global Select
PCSB,PCSB Financial Corp,13.5,NASDAQ Capital Market
ERUS,iShares MSCI Russia,32.03,NYSE Arca
EROS,Eros International PLC,2.56,New York Stock Exchange
HIVE,Aerohive Networks Inc.,3.36,New York Stock Exchange
INST,Instructure Inc.,49.0,New York Stock Exchange
FDP,Fresh Del Monte Produce Inc,24.32,New York Stock Exchange
MGLN,Magellan Health Inc,76.41,Nasdaq Global Select
BOJA,Bojangles' Inc.,16.1,Nasdaq Global Select
ADMP,Adamis Pharmaceuticals Corp,0.8077,NASDAQ Capital Market
EEQ,Enbridge Energy Management LLC Shares repstg limited liability company interests,10.48,New York Stock Exchange
EDIT,Editas Medicine Inc,33.18,Nasdaq Global Select
TLRA,Telaria Inc.,6.0,New York Stock Exchange
BGY,BlackRock Enhanced International Dividend Trust,5.37,New York Stock Exchange
