symbol,name,price,exchange
FBALX,Fidelity Balanced Fund,26.3,Nasdaq
FAMRX,Fidelity Asset Manager 85% Fund,21.58,Nasdaq
BWLAX,American Beacon Bridgeway Large Cap Value Fund A Class,22.88,Nasdaq
FCIVX,Frontier MFG Core Infrastructure Fund Service Class,17.23,Nasdaq
FMIYX,FMI International Fund Institutional Class,28.36,Nasdaq
HQISX,The Hartford Equity Income Fund Class R4,18.56,Nasdaq
JTSCX,JPMorgan SmartRetirement 2050 Fund Class C,20.93,Nasdaq
IILGX,Thrivent Global Stock Fund Class S,25.47,Nasdaq
FHCIX,Fidelity Advisor Health Care Fund I Class,69.64,Nasdaq
FSMEX,Fidelity Select Medical Technology and Devices Portfolio,71.63,Nasdaq
AASCX,Thrivent Mid Cap Stock Fund Class A,25.27,Nasdaq
TRRNX,T. Rowe Price Retirement 2055 Fund,16.8,Nasdaq
FEYAX,Fidelity Advisor Asset Manager 85% Fund Class A,21.34,Nasdaq
ARTGX,Artisan Global Value Fund Investor Class,16.4,Nasdaq
FHCCX,Fidelity Advisor Health Care Fund Class C,49.53,Nasdaq
APHGX,Artisan Global Value Fund Institutional Class,16.42,Nasdaq
CAGIX,Calvert Growth Allocation Fund Class I,23.0,Nasdaq
APDGX,Artisan Global Value Fund Advisor Class,16.37,Nasdaq
BRLIX,Bridgeway Blue Chip Fund,15.26,Nasdaq
WPSKX,AB Concentrated Growth Fund Class K,47.32,Nasdaq
VWIGX,Vanguard International Growth Fund Investor Shares,44.28,Nasdaq
FEYTX,Fidelity Advisor Asset Manager 85% Fund Class M,21.17,Nasdaq
FACTX,Fidelity Advisor Health Care Fund Class M,58.95,Nasdaq
MPGFX,Mairs & Power Growth Fund Investor Class,133.79,Nasdaq
TBGVX,"Tweedy, Browne Global Value Fund",24.57,Nasdaq
OMGNX,Invesco Oppenheimer Main Street Fund Class R,49.72,Nasdaq
TRRMX,T. Rowe Price Retirement 2050 Fund,16.64,Nasdaq
LVOLX,SGI U.S. Large Cap Equity Fund Class A,19.44,Nasdaq
WHGSX,Westwood SmallCap Fund Institutional Class,15.05,Nasdaq
FACDX,Fidelity Advisor Health Care Fund Class A,63.62,Nasdaq
FZAAX,Fidelity Advisor Balanced Fund Class Z,24.67,Nasdaq
DROCX,Diamond Hill Research Opportunities Fund Class C,20.63,Nasdaq
FAIOX,Fidelity Advisor Balanced Fund I Class,24.67,Nasdaq
SILVX,SGI U.S. Large Cap Equity Fund Class I,19.41,Nasdaq
RRTVX,T. Rowe Price Retirement 2055 Fund Class R,16.51,Nasdaq
TMSIX,Thrivent Mid Cap Stock Fund Class S,29.03,Nasdaq
TRRDX,T. Rowe Price Retirement 2040 Fund,28.64,Nasdaq
BTMFX,Boston Trust Midcap Fund,19.35,Nasdaq
CLDIX,Calvert Long-Term Income Fund Class I,19.93,Nasdaq
FEYCX,Fidelity Advisor Asset Manager 85% Fund Class C,20.9,Nasdaq
FAIGX,Fidelity Advisor Balanced Fund Class M,24.45,Nasdaq
CLNCX,Columbia Large Cap Enhanced Core Fund Institutional 2 Class,25.06,Nasdaq
MIGYX,Invesco Oppenheimer Main Street Fund Class Y,50.66,Nasdaq
WWOIX,Virtus Vontobel Global Opportunities Fund Class I,19.03,Nasdaq
TROCX,Touchstone Global ESG Equity Fund - Class I,23.17,Nasdaq
CALCX,Calvert Conservative Allocation Fund Class C,18.33,Nasdaq
DPDEX,Macquarie Pooled Trust Large Cap Value Portfolio,15.62,Nasdaq
CFWCX,Calvert Global Water Fund Class C,20.71,Nasdaq
RYLIX,Rydex Leisure Fund Class Investor,77.42,Nasdaq
FARFX,Fidelity Advisor Managed Retirement 2025 Fund Class A,56.24,Nasdaq
THORX,Thornburg Global Opportunities Fund Class R3,32.17,Nasdaq
DHFCX,Diamond Hill Long Short Fund Class C,20.54,Nasdaq
FERIX,Fidelity Advisor Emerging Asia Fund I Class,60.5,Nasdaq
CFWIX,Calvert Global Water Fund Class I,22.8,Nasdaq
FEATX,Fidelity Advisor Emerging Asia Fund Class M,56.58,Nasdaq
CFWAX,Calvert Global Water Fund Class A,22.63,Nasdaq
BINIX,Baron International Growth Fund Institutional Shares,28.13,Nasdaq
RYLCX,Rydex Leisure Fund Class C,61.64,Nasdaq
THOCX,Thornburg Global Opportunities Fund Class C,31.2,Nasdaq
BIGFX,Baron International Growth Fund Retail Shares,27.65,Nasdaq
FFFDX,Fidelity Freedom 2020 Fund,16.6,Nasdaq
LCORX,Leuthold Core Investment Fund Retail Class,20.17,Nasdaq
FIRFX,Fidelity Advisor Managed Retirement 2025 Fund Class I,56.41,Nasdaq
SPVZX,PGIM QMA Mid-Cap Value Fund- Class Z,14.69,Nasdaq
HAFCX,Hartford Multi-Asset Income and Growth Fund Class C,20.15,Nasdaq
PMVQX,PGIM QMA Mid-Cap Value Fund- Class R6,14.66,Nasdaq
SDVRX,PGIM QMA Mid-Cap Value Fund- Class R,14.62,Nasdaq
GLRIX,James Balanced: Golden Rainbow Fund Institutional Class,20.61,Nasdaq
VASIX,Vanguard LifeStrategy Income Fund Investor Shares,16.92,Nasdaq
SPHY,SPDR Portfolio High Yield Bond ETF,25.49,NYSEArca
SPGP,Invesco S&P 500 GARP ETF,62.35,NYSEArca
XSVM,Invesco S&P SmallCap Value with Momentum ETF,29.605,NYSEArca
SPIP,SPDR Portfolio TIPS ETF,30.69,NYSEArca
SPMB,SPDR Portfolio Mortgage Backed Bond ETF,26.53,NYSEArca
IGBH,iShares Interest Rate Hedged Long-Term Corporate Bond ETF,23.6568,NYSEArca
IGLB,iShares Long-Term Corporate Bond ETF,70.25,NYSEArca
SPGM,SPDR Portfolio MSCI Global Stock Market ETF,44.4062,NYSEArca
EUMF,WisdomTree Europe Multifactor Fund,25.6565,BATS
XMMO,Invesco S&P MidCap Momentum ETF,70.59,NYSEArca
MFMPX,"Morgan Stanley Institutional Fund, Inc. Frontier Markets Portfolio Class A",17.7,Nasdaq
MSRFX,"Morgan Stanley Institutional Fund, Inc. Frontier Markets Portfolio Class IS",17.71,Nasdaq
MBESX,AMG Chicago Equity Partners Balanced Fund Class I,18.23,Nasdaq
MBEAX,AMG Chicago Equity Partners Balanced Fund Class N,18.03,Nasdaq
EKGCX,Wells Fargo Global Small Cap Fund Class C,25.74,Nasdaq
AMDVX,American Century Mid Cap Value Fund R6 Class,15.38,Nasdaq
ACMVX,American Century Mid Cap Value Fund Investor Class,15.36,Nasdaq
EKGYX,Wells Fargo Global Small Cap Fund Class Admin,40.94,Nasdaq
FSCRX,Fidelity Small Cap Discovery Fund,21.05,Nasdaq
EKGIX,Wells Fargo Global Small Cap Fund Class Inst,40.76,Nasdaq
MICDX,Matthews China Dividend Fund Institutional Class,18.13,Nasdaq
MCDFX,Matthews China Dividend Fund Investor Class,18.12,Nasdaq
GPRIX,Grandeur Peak Global Reach Fund Institutional Class,19.6,Nasdaq
SAOIX,Guggenheim Alpha Opportunity Fund Institutional Class,25.17,Nasdaq
EKGAX,Wells Fargo Global Small Cap Fund Class A,38.81,Nasdaq
FPBFX,Fidelity Pacific Basin Fund,41.0,Nasdaq
HEIFX,Hennessy Equity and Income Fund Investor Class,15.59,Nasdaq
SAOCX,Guggenheim Alpha Opportunity Fund Class C,15.01,Nasdaq
FGTRX,Franklin Growth Allocation Fund Class R,18.29,Nasdaq
SGIIX,First Eagle Global Fund Class I,57.8,Nasdaq
FESOX,First Eagle Overseas Fund Class C,22.49,Nasdaq
SAOAX,Guggenheim Alpha Opportunity Fund Class A,17.25,Nasdaq
FESGX,First Eagle Global Fund Class C,55.05,Nasdaq
SGENX,First Eagle Global Fund Class A,57.42,Nasdaq
QFVOX,Pear Tree Polaris Foreign Value Fund Class Ordinary,18.43,Nasdaq
QFVIX,Pear Tree Polaris Foreign Value Fund Class Institutional,18.41,Nasdaq
SGOIX,First Eagle Overseas Fund Class I,24.08,Nasdaq
TRAOX,T. Rowe Price Asia Opportunities Fund,18.39,Nasdaq
TESRX,Franklin Mutual Shares Fund Class R,22.12,Nasdaq
CNPIX,ProFunds Consumer Goods Ultra Sector Fund Investor Class,137.36,Nasdaq
CNPSX,ProFunds Consumer Goods Ultra Sector Fund Service Class,123.06,Nasdaq
SGOVX,First Eagle Overseas Fund Class A,23.48,Nasdaq
CMAAX,Calvert Moderate Allocation Fund Class A,21.12,Nasdaq
TESIX,Franklin Mutual Shares Fund Class A,22.24,Nasdaq
ENPSX,ProFunds UltraSector Oil & Gas Fund Service Class,7.97,Nasdaq
NELAX,Nuveen Equity Long/Short Fund Class A,40.32,Nasdaq
FSBBX,Federated Global Allocation Fund Class B Shares,20.07,Nasdaq
WIIGX,Wasatch International Growth Fund Institutional Class,35.78,Nasdaq
HHHSX,Hartford Schroders Emerging Markets Equity Fund Class R4,17.79,Nasdaq
ENPIX,ProFunds UltraSector Oil & Gas Fund Investor Class,9.32,Nasdaq
TFSCX,Templeton Institutional Foreign Smaller Companies Series Advisor,20.94,Nasdaq
SEMTX,Hartford Schroders Emerging Markets Equity Fund Class SDR,17.76,Nasdaq
SEMNX,Hartford Schroders Emerging Markets Equity Fund Class I,17.72,Nasdaq
NELIX,Nuveen Equity Long/Short Fund Class I,41.59,Nasdaq
NELCX,Nuveen Equity Long/Short Fund Class C,36.55,Nasdaq
HHHCX,Hartford Schroders Emerging Markets Equity Fund Class C,17.42,Nasdaq
RMBKX,RMB Mendon Financial Services Fund Class A,31.27,Nasdaq
PWGAX,PACE International Equity Investments Class A,15.48,Nasdaq
PWIYX,PACE International Equity Investments Class Y,15.43,Nasdaq
PCIEX,PACE International Equity Investments Class P,15.38,Nasdaq
RMBNX,RMB Mendon Financial Services Fund Class C,27.87,Nasdaq
RYBAX,Rydex Basic Materials Fund Class H,57.45,Nasdaq
SEMVX,Hartford Schroders Emerging Markets Equity Fund Class A,17.71,Nasdaq
RYBCX,Rydex Basic Materials Fund Class C,51.23,Nasdaq
DHMYX,Diamond Hill Small-Mid Cap Fund Class Y,19.92,Nasdaq
DHMIX,Diamond Hill Small Mid Cap Fund Class I,19.85,Nasdaq
DHMAX,Diamond Hill Small Mid Cap Fund Class A,19.61,Nasdaq
FERCX,Fidelity Advisor Emerging Asia Fund Class C,52.14,Nasdaq
RYBIX,Rydex Basic Materials Fund Class Investor,63.92,Nasdaq
RYBMX,Rydex Basic Materials Fund Class A,59.34,Nasdaq
DHMCX,Diamond Hill Small Mid Cap Fund Class C,17.6,Nasdaq
WILJX,William Blair International Leaders Fund R6 Class Shares,21.09,Nasdaq
WILNX,William Blair International Leaders Fund Class N Shares,20.99,Nasdaq
BPLEX,Boston Partners Long/Short Equity Fund Investor Class,13.45,Nasdaq
BPLSX,Boston Partners Long/Short Equity Fund Institutional Class,14.95,Nasdaq
RLUEX,Lazard US Equity Concentrated Portfolio R6 Shares,17.18,Nasdaq
TDMTX,Templeton Developing Markets Trust Class C,22.01,Nasdaq
RMBIX,RMB Mendon Financial Long/Short Fund Class I,6.5689,Nasdaq
MAPTX,Matthews Pacific Tiger Fund Investor Class,32.19,Nasdaq
MIPTX,Matthews Pacific Tiger Fund Institutional Class,32.19,Nasdaq
PRASX,T. Rowe Price New Asia Fund,22.52,Nasdaq
WIGTX,Seven Canyons World Innovators Fund Institutional Class,27.36,Nasdaq
RMBFX,RMB Mendon Financial Long/Short Fund Class A,6.4643,Nasdaq
WAGTX,Seven Canyons World Innovators Fund Investor Class,26.95,Nasdaq
RLITX,Lazard International Strategic Equity Portfolio R6 Shares,14.9,Nasdaq
GBFAX,VanEck Emerging Markets Fund Class A,18.63,Nasdaq
ACDHX,AC Alternatives Disciplined Long Short Fund C Class,16.3,Nasdaq
BPIRX,Boston Partners Long/Short Research Fund Institutional Class,13.27,Nasdaq
LZOEX,Lazard Emerging Markets Equity Portfolio Open Shares,15.73,Nasdaq
SHSCX,BlackRock Health Sciences Opportunities Portfolio Investor C Shares,62.13,Nasdaq
SHSKX,BlackRock Health Sciences Opportunities Portfolio Class K,76.48,Nasdaq
SHSSX,BlackRock Health Sciences Opportunities Portfolio Institutional Shares,76.35,Nasdaq
SHISX,BlackRock Health Sciences Opportunities Portfolio Service Shares,72.54,Nasdaq
BHSRX,BlackRock Health Sciences Opportunities Portfolio Class R,70.41,Nasdaq
SHSAX,BlackRock Health Sciences Opportunities Portfolio Investor A Shares,72.28,Nasdaq
RLEMX,Lazard Emerging Markets Equity Portfolio R6 Shares,15.3,Nasdaq
GBATX,GMO Strategic Opportunities Allocation Fund Class III,19.43,Nasdaq
RISAX,Manning & Napier Rainier International Discovery Series Class S,27.4,Nasdaq
TCMIX,AMG TimesSquare International Small Cap Fund Class Z,15.96,Nasdaq
TCMPX,AMG TimesSquare International Small Cap Fund Class N,15.9,Nasdaq
JEMSX,JPMorgan Emerging Markets Equity Fund Class I,37.78,Nasdaq
NIMEX,Nuveen Equity Market Neutral Fund Class I,20.87,Nasdaq
NMAEX,Nuveen Equity Market Neutral Fund Class A,20.53,Nasdaq
DREGX,Driehaus Emerging Markets Growth Fund Investor Class,45.15,Nasdaq
RAIIX,Manning & Napier Rainier International Discovery Series Class I,27.7,Nasdaq
HLEMX,Harding Loevner Emerging Markets Portfolio Advisor Class,56.5,Nasdaq
HLMEX,Harding Loevner Institutional Emerging Markets Portfolio Class I,21.62,Nasdaq
SBYEX,BNY Mellon Diversified Emerging Markets Fund Class Y,26.83,Nasdaq
DBECX,BNY Mellon Diversified Emerging Markets Fund Class C,25.17,Nasdaq
IEMFX,T. Rowe Price Institutional Emerging Markets Equity Fund,44.12,Nasdaq
IHOAX,The Hartford International Opportunities Fund Class A,17.49,Nasdaq
AILCX,American Beacon International Equity Fund Class C,15.03,Nasdaq
CLIFX,Clifford Capital Partners Fund Institutional Class,15.1,Nasdaq
AAISX,American Beacon International Equity Fund Advisor Class,16.05,Nasdaq
PRZIX,T. Rowe Price Emerging Markets Stock Fund I Class,48.71,Nasdaq
IHOIX,The Hartford International Opportunities Fund Class I,17.4,Nasdaq
PRMSX,T. Rowe Price Emerging Markets Stock Fund,48.53,Nasdaq
SBCEX,BNY Mellon Diversified Emerging Markets Fund Class I,26.79,Nasdaq
AAIEX,American Beacon International Equity Fund Institutional Class,15.82,Nasdaq
IHOTX,The Hartford International Opportunities Fund Class R5,18.31,Nasdaq
AIEAX,American Beacon International Equity Fund Class A,15.63,Nasdaq
IHOSX,The Hartford International Opportunities Fund Class R4,18.13,Nasdaq
IHORX,The Hartford International Opportunities Fund Class R3,17.78,Nasdaq
SABTX,SA U.S. Value Fund Investor Class,15.26,Nasdaq
SVUBX,PGIM QMA Mid-Cap Value Fund- Class B,10.6,Nasdaq
NCBVX,PGIM QMA Mid-Cap Value Fund- Class C,12.1,Nasdaq
SPRAX,PGIM QMA Mid-Cap Value Fund- Class A,14.51,Nasdaq
HLMNX,Harding Loevner International Equity Portfolio Investor Class,25.16,Nasdaq
HLMIX,Harding Loevner International Equity Portfolio Institutional Class,25.21,Nasdaq
HJPIX,Hennessy Japan Fund Institutional Class,44.85,Nasdaq
HJPNX,Hennessy Japan Fund Investor Class,43.43,Nasdaq
AEMZX,Acadian Emerging Markets Portfolio Class I,20.34,Nasdaq
GEDTX,GMO Emerging Domestic Opportunities Fund Class II,24.24,Nasdaq
HJPSX,Hennessy Japan Small Cap Fund Investor Class,15.9,Nasdaq
HJSIX,Hennessy Japan Small Cap Fund Institutional Class,15.75,Nasdaq
PRLAX,T. Rowe Price Latin America Fund,18.46,Nasdaq
WESJX,William Blair Emerging Markets Small Cap Growth Fund R6 Class,19.42,Nasdaq
WESNX,William Blair Emerging Markets Small Cap Growth Fund Class N,19.22,Nasdaq
BESIX,William Blair Emerging Markets Small Cap Growth Fund Class I,19.38,Nasdaq
FFFCX,Fidelity Freedom 2010 Fund,16.03,Nasdaq
CTFAX,Columbia Thermostat Fund Class A,18.28,Nasdaq
FZAEX,Fidelity Advisor Emerging Markets Fund Class Z,31.31,Nasdaq
VWINX,Vanguard Wellesley Income Fund Investor Shares,27.74,Nasdaq
GIBRX,Guggenheim Total Return Bond Fund Class R6,29.79,Nasdaq
MGBIX,AMG Managers Loomis Sayles Bond Fund Class I,27.38,Nasdaq
MGFIX,AMG Managers Loomis Sayles Bond Fund Class N,27.37,Nasdaq
GIBAX,Guggenheim Total Return Bond Fund Class A,29.75,Nasdaq
GMCDX,GMO Emerging Country Debt Fund Class III,26.54,Nasdaq
GMDFX,GMO Emerging Country Debt Fund Class IV,26.5,Nasdaq
FMCKX,Fidelity Advisor Emerging Markets Fund Class C,28.97,Nasdaq
BTTRX,American Century Zero Coupon 2025 Fund Investor Class,115.82,Nasdaq
VWIAX,Vanguard Wellesley Income Fund Admiral Shares,67.2,Nasdaq
TIDDX,T. Rowe Price International Discovery Fund I Class,83.9,Nasdaq
TIBRX,Thornburg Investment Income Builder Fund Class R3,19.14,Nasdaq
TIBCX,Thornburg Investment Income Builder Fund Class C,19.12,Nasdaq
SAISX,SA International Small Company Fund Investor Class,19.36,Nasdaq
PRIDX,T. Rowe Price International Discovery Fund,83.7,Nasdaq
VMNVX,Vanguard Global Minimum Volatility Fund Admiral Shares,26.53,Nasdaq
FIMKX,Fidelity Advisor Emerging Markets Fund I Class,31.36,Nasdaq
FAMKX,Fidelity Advisor Emerging Markets Fund Class A,31.15,Nasdaq
FTMKX,Fidelity Advisor Emerging Markets Fund Class M,30.78,Nasdaq
APHKX,Artisan International Value Fund Institutional Class,33.65,Nasdaq
ARTKX,Artisan International Value Fund Investor Class,33.52,Nasdaq
SVOAX,SEI Institutional Managed Trust U.S. Managed Volatility Fund Class F,16.37,Nasdaq
MIPIX,Matthews Asia Dividend Fund Institutional Class,20.27,Nasdaq
DNINX,Dunham International Stock Fund Class N,16.16,Nasdaq
RWDYX,Redwood Managed Volatility Fund Class Y,14.76,Nasdaq
SIIDX,Bernstein Intermediate Duration Institutional Portfolio,16.0,Nasdaq
RWDIX,Redwood Managed Volatility Fund Class I,14.63,Nasdaq
APDKX,Artisan International Value Fund Advisor Class,33.48,Nasdaq
SGGDX,First Eagle Gold Fund Class A,27.04,Nasdaq
VRISX,Virtus KAR International Small-Cap Fund Class R6,20.07,Nasdaq
VIISX,Virtus KAR International Small-Cap Fund Class I,20.04,Nasdaq
FEGOX,First Eagle Gold Fund Class C,24.61,Nasdaq
HFSAX,Hundredfold Select Alternative Fund Investor Class,28.26,Nasdaq
JIBFX,Johnson Institutional Core Bond Fund,17.6,Nasdaq
HRMVX,Harbor Mid Cap Value Fund Administrative Class,17.82,Nasdaq
TFESX,Templeton Institutional Fund International Equity Series Service Shares,13.23,Nasdaq
HIMVX,Harbor Mid Cap Value Fund Investor Class,17.63,Nasdaq
HAMVX,Harbor Mid Cap Value Fund Institutional Class,17.66,Nasdaq
HNMVX,Harbor Mid Cap Value Fund Retirement Class,17.66,Nasdaq
TFEQX,Templeton Institutional Fund International Equity Series Primary Shares,13.03,Nasdaq
FEGIX,First Eagle Gold Fund Class I,27.91,Nasdaq
FHKIX,Fidelity Advisor China Region Fund I Class,51.98,Nasdaq
FHKAX,Fidelity Advisor China Region Fund Class A,51.72,Nasdaq
RINPX,Royce International Premier Fund Consultant Class,20.41,Nasdaq
NMMTX,Nuveen Large-Cap Value Fund Class R3,20.71,Nasdaq
NNGRX,Nuveen Large-Cap Value Fund Class I,20.62,Nasdaq
DAMDX,Dunham Monthly Distribution Fund Class A,31.75,Nasdaq
NNGAX,Nuveen Large-Cap Value Fund Class A,20.5,Nasdaq
PRIUX,T. Rowe Price International Stock Fund I Class,19.06,Nasdaq
IFPUX,Independent Franchise Partners US Equity Fund,19.94,Nasdaq
FSMVX,Fidelity Mid Cap Value Fund,20.37,Nasdaq
FMPOX,Fidelity Advisor Mid Cap Value Fund Class I,20.18,Nasdaq
THOIX,Thornburg Global Opportunities Fund Class I,32.62,Nasdaq
MBEYX,AMG Chicago Equity Partners Balanced Fund Class Z,18.22,Nasdaq
DCMDX,Dunham Monthly Distribution Fund Class C,24.41,Nasdaq
DNMDX,Dunham Monthly Distribution Fund Class N,33.01,Nasdaq
AVUAX,American Century Mid Cap Value Fund I Class,15.38,Nasdaq
AMVRX,American Century Mid Cap Value Fund R Class,15.28,Nasdaq
ACCLX,American Century Mid Cap Value Fund C Class,15.14,Nasdaq
LVAEX,LSV Value Equity Fund Investor Class,23.41,Nasdaq
LCRIX,Leuthold Core Investment Fund Class Institutional,20.22,Nasdaq
VAIPX,Vanguard Inflation-Protected Securities Fund Admiral Shares,28.14,Nasdaq
SAOSX,Guggenheim Alpha Opportunity Fund Class P,17.42,Nasdaq
SSIRX,Sierra Tactical Core Income Fund Institutional Class,21.51,Nasdaq
RRTBX,T. Rowe Price Retirement 2020 Fund Class R,22.78,Nasdaq
PARBX,T. Rowe Price Retirement 2020 Fund Advisor Class,22.97,Nasdaq
TRRBX,T. Rowe Price Retirement 2020 Fund,23.25,Nasdaq
FIOTX,Fidelity Advisor Managed Retirement 2005 Fund Class M,58.72,Nasdaq
FNORX,Fidelity Nordic Fund,60.56,Nasdaq
GILPX,Guggenheim Limited Duration Fund Class P,25.58,Nasdaq
GMODX,GMO Opportunistic Income Fund Class VI,26.14,Nasdaq
PKSAX,Virtus KAR Small-Cap Core Fund Class A,42.27,Nasdaq
RRMVX,T. Rowe Price Mid-Cap Value Fund R Class,26.21,Nasdaq
PKSFX,Virtus KAR Small-Cap Core Fund Class I,44.86,Nasdaq
VSCRX,Virtus KAR Small-Cap Core Fund Class R6,45.05,Nasdaq
TAMVX,T. Rowe Price Mid-Cap Value Fund Advisor Class,26.73,Nasdaq
TRMIX,T. Rowe Price Mid-Cap Value Fund I Class,26.89,Nasdaq
TRMCX,T. Rowe Price Mid-Cap Value Fund,26.87,Nasdaq
FRNCX,Fidelity Advisor Simplicity RMD Income Fund Class C,58.17,Nasdaq
CUBAX,Calvert Absolute Return Bond Fund Class A,14.85,Nasdaq
TSSCX,Thornburg Strategic Municipal Income Fund Class C,15.28,Nasdaq
FDLSX,Fidelity Select Leisure Portfolio,15.35,Nasdaq
AADBX,American Beacon Balanced Fund Institutional Class,14.77,Nasdaq
PKSCX,Virtus KAR Small-Cap Core Fund Class C,34.62,Nasdaq
BPGIX,Boston Partners Global Equity Institutional Class,15.09,Nasdaq
NPSFX,Nuveen Preferred Securities & Income Fund Class R6,16.94,Nasdaq
FFFEX,Fidelity Freedom 2030 Fund,18.27,Nasdaq
RRTAX,T. Rowe Price Retirement 2010 Fund Class R,18.69,Nasdaq
PARAX,T. Rowe Price Retirement 2010 Fund Advisor Class,18.8,Nasdaq
SUSYX,SEI Institutional Managed Trust U.S. Managed Volatility Fund Class Y,16.37,Nasdaq
JIBBX,JPMorgan SmartRetirement Blend Income Fund Class R5,18.38,Nasdaq
JIJSX,JPMorgan SmartRetirement Blend Income Fund Class I,18.38,Nasdaq
TRRAX,T. Rowe Price Retirement 2010 Fund,18.92,Nasdaq
NFRFX,Nuveen Symphony Floating Rate Income Fund Class R6,17.95,Nasdaq
FSBCX,Federated Global Allocation Fund Class C Shares,19.98,Nasdaq
FSBKX,Federated Global Allocation Fund Class R Shares,20.45,Nasdaq
FSTBX,Federated Global Allocation Fund Class A Shares,20.6,Nasdaq
PRSIX,T. Rowe Price Personal Strategy Income Fund,20.87,Nasdaq
SBFIX,Federated Global Allocation Fund Institutional Shares,20.72,Nasdaq
RYHHX,Rydex High Yield Strategy Fund Class C,101.56,Nasdaq
IPFPX,Poplar Forest Partners Fund Institutional Class,36.84,Nasdaq
PFPFX,Poplar Forest Partners Fund Class A,36.78,Nasdaq
KWICX,Kinetics Alternative Income Fund Advisor Class C,94.68,Nasdaq
KWIAX,Kinetics Alternative Income Fund Advisor Class A,98.8,Nasdaq
GILDX,Guggenheim Limited Duration Fund A-Class,25.58,Nasdaq
RYHGX,Rydex High Yield Strategy Fund Class H,117.77,Nasdaq
RYHDX,Rydex High Yield Strategy Fund Class A,117.85,Nasdaq
GIFCX,Guggenheim Floating Rate Strategies Fund Class C,24.13,Nasdaq
GIFAX,Guggenheim Floating Rate Strategies Fund Class A,24.14,Nasdaq
GIFPX,Guggenheim Floating Rate Strategies Fund Class P,24.15,Nasdaq
GIFIX,Guggenheim Floating Rate Strategies Fund Institutional Class,24.16,Nasdaq
GIOCX,Guggenheim Macro Opportunities Fund Class C,26.54,Nasdaq
GIOAX,Guggenheim Macro Opportunities Fund Class A,26.56,Nasdaq
GIOPX,Guggenheim Macro Opportunities Fund Class P,26.57,Nasdaq
GIOIX,Guggenheim Macro Opportunities Fund Institutional Class,26.59,Nasdaq
MIOPX,"Morgan Stanley Institutional Fund, Inc. International Opportunity Portfolio Class A",36.66,Nasdaq
FIIVX,Fidelity Advisor Managed Retirement 2020 Fund Class I,54.6,Nasdaq
FARVX,Fidelity Advisor Managed Retirement 2020 Fund Class A,54.53,Nasdaq
BTTTX,American Century Zero Coupon 2020 Fund Investor Class,108.11,Nasdaq
FIRVX,Fidelity Managed Retirement 2020 Fund,54.59,Nasdaq
FIRSX,Fidelity Managed Retirement 2015 Fund,56.17,Nasdaq
NFFCX,Nuveen Symphony Floating Rate Income Fund Class C,17.86,Nasdaq
NFRIX,Nuveen Symphony Floating Rate Income Fund Class I,17.88,Nasdaq
NCOIX,Nuveen Symphony High Yield Income Fund Class I,18.7,Nasdaq
NFRAX,Nuveen Symphony Floating Rate Income Fund Class A,17.86,Nasdaq
ACTEX,American Century Zero Coupon 2020 Fund Advisor Class,102.44,Nasdaq
FRQIX,Fidelity Advisor Managed Retirement 2010 Fund Class I,59.12,Nasdaq
FIRRX,Fidelity Simplicity RMD 2010 Fund,56.41,Nasdaq
SEGPX,Guggenheim Large Cap Value Fund Class P,39.87,Nasdaq
CBMSX,Wells Fargo C&B Mid Cap Value Fund - Class Inst,36.67,Nasdaq
VEVRX,Victory Sycamore Established Value Fund Class R6,37.07,Nasdaq
VEVIX,Victory Sycamore Established Value Fund Class I,37.05,Nasdaq
FIROX,Fidelity Managed Retirement 2005 Fund,60.5,Nasdaq
FIOAX,Fidelity Advisor Managed Retirement 2005 Fund Class A,60.49,Nasdaq
FIOIX,Fidelity Advisor Managed Retirement 2005 Fund Class I,60.47,Nasdaq
FRIMX,Fidelity Advisor Managed Retirement Income Fund Class I,60.95,Nasdaq
FIRMX,Fidelity Managed Retirement Income Fund,60.9,Nasdaq
FIXIX,Fidelity Advisor International Small Cap Fund Class I,26.65,Nasdaq
FISMX,Fidelity International Small Cap Fund,26.48,Nasdaq
FIASX,Fidelity Advisor International Small Cap Fund Class A,25.93,Nasdaq
FTISX,Fidelity Advisor International Small Cap Fund Class M,25.8,Nasdaq
GIBIX,Guggenheim Total Return Bond Fund Institutional Class,29.77,Nasdaq
GIBCX,Guggenheim Total Return Bond Fund Class C,29.75,Nasdaq
GIBLX,Guggenheim Total Return Bond Fund Class P,29.74,Nasdaq
FICSX,Fidelity Advisor International Small Cap Fund Class C,24.94,Nasdaq
PTIAX,Performance Trust Strategic Bond Fund,22.83,Nasdaq
NQWFX,Nuveen NWQ Flexible Income Fund Class R6,21.76,Nasdaq
NWQIX,Nuveen NWQ Flexible Income Fund Class I,21.64,Nasdaq
NWQAX,Nuveen NWQ Flexible Income Fund Class A,21.62,Nasdaq
NWQCX,Nuveen NWQ Flexible Income Fund Class C,21.57,Nasdaq
GILCX,Guggenheim Large Cap Value Fund Class Institutional,39.5,Nasdaq
VSCGX,Vanguard LifeStrategy Conservative Growth Fund Investor Shares,21.95,Nasdaq
FGADX,Franklin Gold and Precious Metals Fund Advisor Class,28.62,Nasdaq
ITTIX,Hartford Multi-Asset Income and Growth Fund Class I,20.1,Nasdaq
MAPOX,Mairs & Power Balanced Fund Investor Class,100.55,Nasdaq
FIRNX,Fidelity Simplicity RMD Income Fund,61.7,Nasdaq
